10, 3.77839, 3.692965
19, 273.948, 314.2155
37, 235.3565, 1134.785
71, 694.695, 323.064
138, 1226.29, 333.06
268, 1250.94, 1283.24
517, 1080.585, 1185.59
1000, 809.56, 1641.235
1930, 1116.345, 1733.505
3727, 784.41, 508.025
7196, 494.668, 1919.24
13894, 1070.01, 1014.38
26826, 933.99, 1267.35
51794, 877.43, 1410.6
100000, 976.37, 1081.345
