10, 3.77417, 3.75061
19, 314.373, 384.9675
37, 985.25, 791.64
71, 218.0345, 370.395
138, 700.225, 441.522
268, 1095.635, 730.62
517, 644.11, 769.05
1000, 1099.27, 451.4085
1930, 1105.32, 170.7555
3727, 208.3485, 1658.485
7196, 527.085, 775.295
13894, 1065.27, 1302.515
26826, 1224.92, 1600.895
51794, 628.39, 1607.525
100000, 636.09, 842.7
