time, vx, vy
697, 4.98724e-13, 4.2443e-13
698, 5.00461e-13, 4.26374e-13
699, 5.02218e-13, 4.28337e-13
700, 5.03997e-13, 4.30318e-13
701, 5.05798e-13, 4.32319e-13
702, 5.07621e-13, 4.34339e-13
703, 5.09467e-13, 4.36379e-13
704, 5.11337e-13, 4.3844e-13
705, 5.1323e-13, 4.40522e-13
706, 5.15147e-13, 4.42625e-13
707, 5.17089e-13, 4.44749e-13
708, 5.19057e-13, 4.46896e-13
709, 5.21051e-13, 4.49065e-13
710, 5.23072e-13, 4.51258e-13
711, 5.2512e-13, 4.53474e-13
712, 5.27195e-13, 4.55714e-13
713, 5.293e-13, 4.57979e-13
714, 5.31434e-13, 4.60269e-13
715, 5.33597e-13, 4.62585e-13
716, 5.35792e-13, 4.64927e-13
717, 5.38018e-13, 4.67297e-13
718, 5.40277e-13, 4.69694e-13
719, 5.42569e-13, 4.72119e-13
720, 5.44895e-13, 4.74573e-13
721, 5.47256e-13, 4.77057e-13
722, 5.49654e-13, 4.79571e-13
723, 5.52088e-13, 4.82116e-13
724, 5.5456e-13, 4.84693e-13
725, 5.57071e-13, 4.87303e-13
726, 5.59623e-13, 4.89946e-13
727, 5.62216e-13, 4.92624e-13
728, 5.64852e-13, 4.95337e-13
729, 5.67531e-13, 4.98086e-13
730, 5.70255e-13, 5.00873e-13
731, 5.73027e-13, 5.03697e-13
732, 5.75846e-13, 5.06561e-13
733, 5.79288e-13, 5.10383e-13
734, 5.82783e-13, 5.14253e-13
735, 5.86333e-13, 5.1817e-13
736, 5.89939e-13, 5.22136e-13
737, 5.93356e-13, 5.25801e-13
738, 5.94757e-13, 5.27689e-13
739, 5.96163e-13, 5.29585e-13
740, 5.97575e-13, 5.31491e-13
741, 5.98992e-13, 5.33406e-13
742, 6.00415e-13, 5.3533e-13
743, 6.01844e-13, 5.37263e-13
744, 6.03278e-13, 5.39206e-13
745, 6.04718e-13, 5.41158e-13
746, 6.06164e-13, 5.4312e-13
747, 6.07616e-13, 5.45092e-13
748, 6.09073e-13, 5.47073e-13
749, 6.09656e-13, 5.4898e-13
750, 6.1024e-13, 5.50895e-13
751, 6.10826e-13, 5.52821e-13
752, 6.11504e-13, 5.54086e-13
753, 6.12184e-13, 5.55359e-13
754, 6.12866e-13, 5.56639e-13
755, 6.1355e-13, 5.57927e-13
756, 6.14236e-13, 5.59221e-13
757, 6.14923e-13, 5.60523e-13
758, 6.15612e-13, 5.61833e-13
759, 6.16303e-13, 5.6315e-13
760, 6.16996e-13, 5.64475e-13
761, 6.17691e-13, 5.65807e-13
762, 6.18388e-13, 5.67148e-13
763, 6.19087e-13, 5.68496e-13
764, 6.19787e-13, 5.69852e-13
765, 6.2049e-13, 5.71216e-13
766, 6.21194e-13, 5.72588e-13
767, 6.219e-13, 5.73969e-13
768, 6.22608e-13, 5.75358e-13
769, 6.23318e-13, 5.76755e-13
770, 6.2403e-13, 5.78161e-13
771, 6.24744e-13, 5.79575e-13
772, 6.25459e-13, 5.80998e-13
773, 6.26177e-13, 5.8243e-13
774, 6.26896e-13, 5.83871e-13
775, 6.27618e-13, 5.8532e-13
776, 6.28341e-13, 5.86779e-13
777, 6.29066e-13, 5.88247e-13
778, 6.29794e-13, 5.89724e-13
779, 6.30523e-13, 5.91211e-13
780, 6.31254e-13, 5.92707e-13
781, 6.31987e-13, 5.94213e-13
782, 6.32722e-13, 5.95728e-13
783, 6.33458e-13, 5.97253e-13
784, 6.34197e-13, 5.98788e-13
785, 6.34938e-13, 6.00333e-13
786, 6.3568e-13, 6.01889e-13
787, 6.36425e-13, 6.03454e-13
788, 6.37171e-13, 6.0503e-13
789, 6.3792e-13, 6.06617e-13
790, 6.3867e-13, 6.08214e-13
791, 6.39422e-13, 6.09822e-13
792, 6.40176e-13, 6.1144e-13
793, 6.40932e-13, 6.1307e-13
794, 6.4169e-13, 6.14711e-13
795, 6.4245e-13, 6.16363e-13
796, 6.43212e-13, 6.18027e-13
797, 6.43975e-13, 6.19702e-13
798, 6.44741e-13, 6.21389e-13
799, 6.45508e-13, 6.23088e-13
800, 6.46278e-13, 6.24799e-13
801, 6.47049e-13, 6.26522e-13
802, 6.47822e-13, 6.28257e-13
803, 6.48597e-13, 6.30005e-13
804, 6.49374e-13, 6.31765e-13
805, 6.50152e-13, 6.33538e-13
806, 6.50933e-13, 6.35325e-13
807, 6.51715e-13, 6.37124e-13
808, 6.52499e-13, 6.38936e-13
809, 6.53285e-13, 6.40762e-13
810, 6.54073e-13, 6.42601e-13
811, 6.54862e-13, 6.44455e-13
812, 6.55653e-13, 6.46322e-13
813, 6.56446e-13, 6.48203e-13
814, 6.57241e-13, 6.50099e-13
815, 6.58037e-13, 6.52009e-13
816, 6.58835e-13, 6.53934e-13
817, 6.59635e-13, 6.55874e-13
818, 6.60436e-13, 6.57829e-13
819, 6.61239e-13, 6.59799e-13
820, 6.62044e-13, 6.61785e-13
821, 6.6285e-13, 6.63786e-13
822, 6.63658e-13, 6.65804e-13
823, 6.64467e-13, 6.67838e-13
824, 6.65278e-13, 6.69888e-13
825, 6.6609e-13, 6.71954e-13
826, 6.66904e-13, 6.74038e-13
827, 6.67719e-13, 6.76138e-13
828, 6.68535e-13, 6.78256e-13
829, 6.69353e-13, 6.80392e-13
830, 6.70172e-13, 6.82545e-13
831, 6.70993e-13, 6.84717e-13
832, 6.71814e-13, 6.86906e-13
833, 6.72637e-13, 6.89115e-13
834, 6.73461e-13, 6.91342e-13
835, 6.74286e-13, 6.93588e-13
836, 6.75112e-13, 6.95854e-13
837, 6.75939e-13, 6.9814e-13
838, 6.76767e-13, 7.00445e-13
839, 6.77596e-13, 7.02771e-13
840, 6.78426e-13, 7.05118e-13
841, 6.79257e-13, 7.07485e-13
842, 6.80088e-13, 7.09874e-13
843, 6.8092e-13, 7.12284e-13
844, 6.81752e-13, 7.14717e-13
845, 6.82585e-13, 7.17171e-13
846, 6.83419e-13, 7.19648e-13
847, 6.84253e-13, 7.22148e-13
848, 6.85087e-13, 7.24671e-13
849, 6.85921e-13, 7.27218e-13
850, 6.86756e-13, 7.29789e-13
851, 6.8759e-13, 7.32384e-13
852, 6.88425e-13, 7.35004e-13
853, 6.89259e-13, 7.37649e-13
854, 6.90093e-13, 7.4032e-13
855, 6.90927e-13, 7.43017e-13
856, 6.9176e-13, 7.4574e-13
857, 6.92592e-13, 7.4849e-13
858, 6.93424e-13, 7.51268e-13
859, 6.94255e-13, 7.54073e-13
860, 6.95085e-13, 7.56907e-13
861, 6.81577e-13, 7.48136e-13
862, 6.68674e-13, 7.40088e-13
863, 6.56335e-13, 7.32702e-13
864, 6.44523e-13, 7.25926e-13
865, 6.33206e-13, 7.19712e-13
866, 6.22353e-13, 7.14017e-13
867, 6.11931e-13, 7.1035e-13
868, 6.02845e-13, 7.06953e-13
869, 5.94149e-13, 7.03994e-13
870, 5.8582e-13, 7.01446e-13
871, 5.77839e-13, 6.99284e-13
872, 5.69454e-13, 6.96187e-13
873, 5.61386e-13, 6.93415e-13
874, 5.53619e-13, 6.90949e-13
875, 5.46136e-13, 6.88773e-13
876, 5.38925e-13, 6.86871e-13
877, 5.31973e-13, 6.85228e-13
878, 5.25265e-13, 6.83833e-13
879, 5.18793e-13, 6.82671e-13
880, 5.12544e-13, 6.81734e-13
881, 5.06508e-13, 6.81011e-13
882, 5.00676e-13, 6.80492e-13
883, 4.95039e-13, 6.80168e-13
884, 4.89588e-13, 6.80033e-13
885, 4.84317e-13, 6.80078e-13
886, 4.79216e-13, 6.80297e-13
887, 4.74279e-13, 6.80684e-13
888, 4.69499e-13, 6.81233e-13
889, 4.6487e-13, 6.81938e-13
890, 4.60386e-13, 6.82794e-13
891, 4.56041e-13, 6.83798e-13
892, 4.5183e-13, 6.84944e-13
893, 4.47747e-13, 6.86228e-13
894, 4.43787e-13, 6.87648e-13
895, 4.39013e-13, 6.87141e-13
896, 4.34357e-13, 6.86733e-13
897, 4.29817e-13, 6.86418e-13
898, 4.25389e-13, 6.86195e-13
899, 4.21068e-13, 6.8606e-13
900, 4.16853e-13, 6.8601e-13
901, 4.12739e-13, 6.86043e-13
902, 4.08725e-13, 6.86156e-13
903, 4.04806e-13, 6.86346e-13
904, 4.00981e-13, 6.86613e-13
905, 3.97246e-13, 6.86953e-13
906, 3.93601e-13, 6.87365e-13
907, 3.90041e-13, 6.87846e-13
908, 3.86566e-13, 6.88395e-13
909, 3.83172e-13, 6.89011e-13
910, 3.79859e-13, 6.89691e-13
911, 3.76624e-13, 6.90435e-13
912, 3.73465e-13, 6.9124e-13
913, 3.70382e-13, 6.92106e-13
914, 3.67371e-13, 6.93031e-13
915, 3.64433e-13, 6.94015e-13
916, 3.61565e-13, 6.95055e-13
917, 3.58766e-13, 6.96152e-13
918, 3.56035e-13, 6.97303e-13
919, 3.53371e-13, 6.98508e-13
920, 3.50772e-13, 6.99766e-13
921, 3.485e-13, 7.03219e-13
922, 3.46249e-13, 7.06731e-13
923, 3.43906e-13, 7.08595e-13
924, 3.41581e-13, 7.10515e-13
925, 3.39275e-13, 7.12488e-13
926, 3.36983e-13, 7.14513e-13
927, 3.34705e-13, 7.1659e-13
928, 3.32439e-13, 7.18715e-13
929, 3.30183e-13, 7.20889e-13
930, 3.27935e-13, 7.23109e-13
931, 3.25694e-13, 7.25373e-13
932, 3.23458e-13, 7.27682e-13
933, 3.21225e-13, 7.30032e-13
934, 3.18994e-13, 7.32423e-13
935, 3.16764e-13, 7.34853e-13
936, 3.14532e-13, 7.3732e-13
937, 3.12299e-13, 7.39824e-13
938, 3.10062e-13, 7.42362e-13
939, 3.0782e-13, 7.44933e-13
940, 3.05572e-13, 7.47535e-13
941, 3.03317e-13, 7.50167e-13
942, 3.01053e-13, 7.52828e-13
943, 2.9878e-13, 7.55515e-13
944, 2.98608e-13, 7.59143e-13
945, 2.98397e-13, 7.62778e-13
946, 2.98145e-13, 7.66422e-13
947, 2.97854e-13, 7.70071e-13
948, 2.97522e-13, 7.73725e-13
949, 2.9715e-13, 7.77383e-13
950, 2.96737e-13, 7.81044e-13
951, 2.96284e-13, 7.84706e-13
952, 2.9579e-13, 7.88368e-13
953, 2.95256e-13, 7.92029e-13
954, 2.94681e-13, 7.95687e-13
955, 2.94065e-13, 7.99342e-13
956, 2.93409e-13, 8.02993e-13
957, 2.92713e-13, 8.06637e-13
958, 2.91977e-13, 8.10274e-13
959, 2.91201e-13, 8.13903e-13
960, 2.86197e-13, 8.23704e-13
961, 2.81158e-13, 8.33528e-13
962, 2.76084e-13, 8.43374e-13
963, 2.70973e-13, 8.53243e-13
964, 2.65825e-13, 8.63137e-13
965, 2.60639e-13, 8.73056e-13
966, 2.55414e-13, 8.83001e-13
967, 2.50149e-13, 8.92973e-13
968, 2.44844e-13, 9.02973e-13
969, 2.39497e-13, 9.13003e-13
970, 2.33814e-13, 9.22711e-13
971, 2.28112e-13, 9.32522e-13
972, 2.2239e-13, 9.42438e-13
973, 2.1665e-13, 9.52461e-13
974, 2.1089e-13, 9.62596e-13
975, 2.05111e-13, 9.72845e-13
976, 1.99313e-13, 9.83211e-13
977, 1.93496e-13, 9.93699e-13
978, 1.87659e-13, 1.00431e-12
979, 1.81802e-13, 1.01505e-12
980, 1.75924e-13, 1.02593e-12
981, 1.70022e-13, 1.03694e-12
982, 1.64097e-13, 1.04811e-12
983, 1.58145e-13, 1.05942e-12
984, 1.52167e-13, 1.0709e-12
985, 1.46161e-13, 1.08254e-12
986, 1.44338e-13, 1.08695e-12
987, 1.42491e-13, 1.09147e-12
988, 1.40621e-13, 1.09611e-12
989, 1.38729e-13, 1.10086e-12
990, 1.36813e-13, 1.10574e-12
991, 1.34874e-13, 1.11076e-12
992, 1.28651e-13, 1.12376e-12
993, 1.22392e-13, 1.137e-12
994, 1.16096e-13, 1.15049e-12
995, 1.07628e-13, 1.1687e-12
996, 9.912e-14, 1.18697e-12
997, 9.05482e-14, 1.20565e-12
998, 8.19038e-14, 1.22478e-12
999, 7.31765e-14, 1.2444e-12
1000, 6.43533e-14, 1.26455e-12
1001, 5.5418e-14, 1.2853e-12
1002, 4.63665e-14, 1.30668e-12
1003, 3.43178e-14, 1.32515e-12
1004, 2.21297e-14, 1.34432e-12
1005, 9.79974e-15, 1.36425e-12
1006, 2.52029e-16, 1.38868e-12
1007, -5.74378e-15, 1.40161e-12
1008, -1.17787e-14, 1.41476e-12
1009, -1.7854e-14, 1.42815e-12
1010, -2.39709e-14, 1.44179e-12
1011, -3.01305e-14, 1.45569e-12
1012, -3.63342e-14, 1.46987e-12
1013, -4.25831e-14, 1.48433e-12
1014, -4.88785e-14, 1.49909e-12
1015, -5.52214e-14, 1.51417e-12
1016, -6.16137e-14, 1.52958e-12
1017, -4.85853e-14, 1.55293e-12
1018, -3.46867e-14, 1.57702e-12
1019, -1.98252e-14, 1.60192e-12
1020, -3.89402e-15, 1.62768e-12
1021, 1.32315e-14, 1.65439e-12
1022, 3.16984e-14, 1.68213e-12
1023, 5.1681e-14, 1.71101e-12
1024, 8.0439e-14, 1.72228e-12
1025, 1.11269e-13, 1.73435e-12
1026, 1.44476e-13, 1.74736e-12
1027, 1.80432e-13, 1.76145e-12
1028, 1.8051e-13, 1.76151e-12
1029, 1.80589e-13, 1.76157e-12
1030, 4.04367e-13, 1.66499e-12
1031, 6.25434e-13, 1.59151e-12
1032, 8.43647e-13, 1.53872e-12
1033, 1.05515e-12, 1.50649e-12
1034, 1.26398e-12, 1.49184e-12
1035, 1.26023e-12, 1.49339e-12
1036, 1.25652e-12, 1.49487e-12
1037, 1.25284e-12, 1.49627e-12
1038, 1.24921e-12, 1.49761e-12
1039, 1.24561e-12, 1.49889e-12
1040, 1.24205e-12, 1.5001e-12
1041, 1.23853e-12, 1.50125e-12
1042, 1.23506e-12, 1.50234e-12
1043, 1.23163e-12, 1.50338e-12
1044, 1.22824e-12, 1.50436e-12
1045, 1.22489e-12, 1.50528e-12
1046, 1.22159e-12, 1.50616e-12
1047, 1.21833e-12, 1.50698e-12
1048, 1.21511e-12, 1.50776e-12
1049, 1.21194e-12, 1.50849e-12
1050, 1.20881e-12, 1.50917e-12
1051, 1.20573e-12, 1.50982e-12
1052, 1.20269e-12, 1.51042e-12
1053, 1.20046e-12, 1.51086e-12
1054, 1.19826e-12, 1.51126e-12
1055, 1.1961e-12, 1.51164e-12
1056, 1.19397e-12, 1.512e-12
1057, 1.18804e-12, 1.50694e-12
1058, 1.18211e-12, 1.50183e-12
1059, 1.09913e-12, 1.75183e-12
1060, 9.93609e-13, 1.99097e-12
1061, 8.65758e-13, 2.21972e-12
1062, 7.10775e-13, 2.41442e-12
1063, 5.31894e-13, 2.60021e-12
1064, 3.27764e-13, 2.77613e-12
1065, 1.02698e-13, 2.95341e-12
1066, -1.5256e-13, 3.1162e-12
1067, -5.30263e-13, 3.37695e-12
1068, -1.22808e-12, 3.73974e-12
1069, -2.97402e-12, 4.10142e-12
1070, -2.99266e-12, 4.08213e-12
1071, -3.01038e-12, 4.06208e-12
1072, -3.02699e-12, 4.04136e-12
1073, -3.04726e-12, 4.01517e-12
1074, -3.06568e-12, 3.98842e-12
1075, -3.08214e-12, 3.96138e-12
1076, -3.09659e-12, 3.93437e-12
1077, -3.10905e-12, 3.90764e-12
1078, -2.95836e-12, 3.77481e-12
1079, -2.8481e-12, 3.68202e-12
1080, -2.81596e-12, 3.64227e-12
1081, -2.78887e-12, 3.60743e-12
1082, -2.76571e-12, 3.57646e-12
1083, -2.74568e-12, 3.54863e-12
1084, -2.72818e-12, 3.52336e-12
1085, -2.6955e-12, 3.49607e-12
1086, -2.66731e-12, 3.47192e-12
1087, -2.59812e-12, 3.4818e-12
1088, -2.52943e-12, 3.48263e-12
1089, -2.46406e-12, 3.47523e-12
1090, -2.404e-12, 3.46114e-12
1091, -2.34932e-12, 3.43963e-12
1092, -2.30116e-12, 3.41541e-12
1093, -2.25927e-12, 3.38982e-12
1094, -2.22309e-12, 3.36388e-12
1095, -2.19193e-12, 3.33829e-12
1096, -2.16511e-12, 3.31354e-12
1097, -2.14199e-12, 3.28987e-12
1098, -2.12199e-12, 3.26742e-12
1099, -2.10462e-12, 3.24624e-12
1100, -2.08947e-12, 3.2263e-12
1101, -2.0762e-12, 3.20758e-12
1102, -2.06428e-12, 3.18833e-12
1103, -2.05689e-12, 3.1787e-12
1104, -2.05662e-12, 3.17203e-12
1105, -2.05634e-12, 3.16559e-12
1106, -2.05605e-12, 3.15938e-12
1107, -2.05576e-12, 3.15337e-12
1108, -2.05546e-12, 3.14755e-12
1109, -2.05515e-12, 3.14192e-12
1110, -2.05484e-12, 3.13646e-12
1111, -2.05452e-12, 3.13115e-12
1112, -2.05419e-12, 3.12601e-12
1113, -2.05386e-12, 3.121e-12
1114, -2.05352e-12, 3.11613e-12
1115, -2.05318e-12, 3.1114e-12
1116, -2.05284e-12, 3.10678e-12
1117, -2.05249e-12, 3.10229e-12
1118, -2.05213e-12, 3.09791e-12
1119, -2.05177e-12, 3.09363e-12
1120, -2.05141e-12, 3.08946e-12
1121, -2.05104e-12, 3.08539e-12
1122, -2.05067e-12, 3.08141e-12
1123, -2.04822e-12, 3.07601e-12
1124, -2.04583e-12, 3.07075e-12
1125, -2.04352e-12, 3.06707e-12
1126, -2.04126e-12, 3.06348e-12
1127, -2.03904e-12, 3.05998e-12
1128, -2.03687e-12, 3.05656e-12
1129, -2.03474e-12, 3.05322e-12
1130, -2.03265e-12, 3.04996e-12
1131, -2.0306e-12, 3.04677e-12
1132, -2.02858e-12, 3.04366e-12
1133, -2.0266e-12, 3.04061e-12
1134, -2.02466e-12, 3.03763e-12
1135, -2.02274e-12, 3.03472e-12
1136, -2.02086e-12, 3.03186e-12
1137, -2.01901e-12, 3.02907e-12
1138, -2.01719e-12, 3.02633e-12
1139, -2.0154e-12, 3.02366e-12
1140, -2.01364e-12, 3.02103e-12
1141, -2.01191e-12, 3.01846e-12
1142, -2.0102e-12, 3.01594e-12
1143, -2.00857e-12, 3.01287e-12
1144, -2.00696e-12, 3.00985e-12
1145, -2.00537e-12, 3.00689e-12
1146, -2.00381e-12, 3.00399e-12
1147, -2.00226e-12, 3.00114e-12
1148, -2.00073e-12, 2.99834e-12
1149, -1.99923e-12, 2.9956e-12
1150, -1.99774e-12, 2.9929e-12
1151, -1.99627e-12, 2.99025e-12
1152, -1.99482e-12, 2.98765e-12
1153, -1.99339e-12, 2.9851e-12
1154, -1.99198e-12, 2.98259e-12
1155, -1.99058e-12, 2.98012e-12
1156, -1.9892e-12, 2.97769e-12
1157, -1.98784e-12, 2.97531e-12
1158, -1.98649e-12, 2.97296e-12
1159, -1.98516e-12, 2.97066e-12
1160, -1.98385e-12, 2.96839e-12
1161, -1.98257e-12, 2.96611e-12
1162, -1.98131e-12, 2.96387e-12
1163, -1.98007e-12, 2.96166e-12
1164, -1.97884e-12, 2.95949e-12
1165, -1.97762e-12, 2.95735e-12
1166, -1.97642e-12, 2.95524e-12
1167, -1.97523e-12, 2.95316e-12
1168, -1.97406e-12, 2.95112e-12
1169, -1.9729e-12, 2.94911e-12
1170, -1.97175e-12, 2.94712e-12
1171, -1.97062e-12, 2.94517e-12
1172, -1.9695e-12, 2.94324e-12
1173, -1.96839e-12, 2.94134e-12
1174, -1.96729e-12, 2.93947e-12
1175, -1.96661e-12, 2.93771e-12
1176, -1.96594e-12, 2.93597e-12
1177, -1.96528e-12, 2.93426e-12
1178, -1.96463e-12, 2.93256e-12
1179, -1.96398e-12, 2.9309e-12
1180, -1.96334e-12, 2.92925e-12
1181, -1.9627e-12, 2.92763e-12
1182, -1.96207e-12, 2.92603e-12
1183, -1.96145e-12, 2.92445e-12
1184, -1.96083e-12, 2.92289e-12
1185, -1.96022e-12, 2.92135e-12
1186, -1.95967e-12, 2.92e-12
1187, -1.95913e-12, 2.91868e-12
1188, -1.9586e-12, 2.91737e-12
1189, -1.95807e-12, 2.91608e-12
1190, -1.95754e-12, 2.9148e-12
1191, -1.95693e-12, 2.91365e-12
1192, -1.95633e-12, 2.91251e-12
1193, -1.95573e-12, 2.91139e-12
1194, -1.95514e-12, 2.91028e-12
1195, -1.95456e-12, 2.90918e-12
1196, -1.95398e-12, 2.90809e-12
1197, -1.9534e-12, 2.90702e-12
1198, -1.95284e-12, 2.90596e-12
1199, -1.95227e-12, 2.90492e-12
1200, -1.95171e-12, 2.90388e-12
1201, -1.95116e-12, 2.90286e-12
1202, -1.95061e-12, 2.90185e-12
1203, -1.95041e-12, 2.90096e-12
1204, -1.9502e-12, 2.90008e-12
1205, -1.95e-12, 2.8992e-12
1206, -1.94979e-12, 2.89834e-12
1207, -1.94949e-12, 2.89815e-12
1208, -1.94918e-12, 2.89796e-12
1209, -1.94889e-12, 2.89777e-12
1210, -1.94859e-12, 2.89759e-12
1211, -1.9483e-12, 2.8974e-12
1212, -1.94801e-12, 2.89722e-12
1213, -1.94772e-12, 2.89705e-12
1214, -1.94744e-12, 2.89687e-12
1215, -1.94716e-12, 2.8967e-12
1216, -1.94688e-12, 2.89652e-12
1217, -1.9466e-12, 2.89635e-12
1218, -1.94633e-12, 2.89619e-12
1219, -1.94606e-12, 2.89602e-12
1220, -1.9458e-12, 2.89586e-12
1221, -1.94596e-12, 2.89564e-12
1222, -1.94613e-12, 2.89544e-12
1223, -1.94629e-12, 2.89523e-12
1224, -1.94645e-12, 2.89502e-12
1225, -1.94661e-12, 2.89481e-12
1226, -1.94677e-12, 2.8946e-12
1227, -1.94693e-12, 2.8944e-12
1228, -1.94709e-12, 2.89419e-12
1229, -1.94725e-12, 2.89398e-12
1230, -1.94741e-12, 2.89378e-12
1231, -1.94756e-12, 2.89358e-12
1232, -1.94772e-12, 2.89337e-12
1233, -1.94787e-12, 2.89317e-12
1234, -1.94802e-12, 2.89297e-12
1235, -1.94818e-12, 2.89277e-12
1236, -1.94833e-12, 2.89256e-12
1237, -1.94848e-12, 2.89236e-12
1238, -1.94863e-12, 2.89217e-12
1239, -1.94877e-12, 2.89197e-12
1240, -1.94892e-12, 2.89177e-12
1241, -1.94907e-12, 2.89157e-12
1242, -1.94921e-12, 2.89137e-12
1243, -1.94936e-12, 2.89118e-12
1244, -1.9495e-12, 2.89098e-12
1245, -1.94965e-12, 2.89079e-12
1246, -1.94979e-12, 2.89059e-12
1247, -1.94993e-12, 2.8904e-12
1248, -1.95007e-12, 2.8902e-12
1249, -1.95021e-12, 2.89001e-12
1250, -1.95035e-12, 2.88982e-12
1251, -1.95049e-12, 2.88963e-12
1252, -1.95062e-12, 2.88944e-12
1253, -1.95076e-12, 2.88925e-12
1254, -1.9509e-12, 2.88906e-12
1255, -1.95103e-12, 2.88887e-12
1256, -1.95117e-12, 2.88868e-12
1257, -1.9513e-12, 2.88849e-12
1258, -1.95143e-12, 2.88831e-12
1259, -1.95156e-12, 2.88812e-12
1260, -1.95169e-12, 2.88794e-12
1261, -1.95183e-12, 2.88775e-12
1262, -1.95196e-12, 2.88757e-12
1263, -1.95208e-12, 2.88738e-12
1264, -1.95221e-12, 2.8872e-12
1265, -1.95234e-12, 2.88702e-12
1266, -1.95247e-12, 2.88684e-12
1267, -1.95259e-12, 2.88666e-12
1268, -1.95272e-12, 2.88648e-12
1269, -1.95284e-12, 2.8863e-12
1270, -1.95297e-12, 2.88612e-12
1271, -1.95309e-12, 2.88594e-12
1272, -1.95322e-12, 2.88576e-12
1273, -1.95334e-12, 2.88558e-12
1274, -1.95346e-12, 2.88541e-12
1275, -1.95358e-12, 2.88523e-12
1276, -1.9537e-12, 2.88505e-12
1277, -1.95382e-12, 2.88488e-12
1278, -1.95394e-12, 2.88471e-12
1279, -1.95406e-12, 2.88453e-12
1280, -1.95418e-12, 2.88436e-12
1281, -1.95429e-12, 2.88419e-12
1282, -1.95441e-12, 2.88402e-12
1283, -1.95453e-12, 2.88384e-12
1284, -1.95464e-12, 2.88367e-12
1285, -1.95476e-12, 2.8835e-12
1286, -1.95487e-12, 2.88333e-12
1287, -1.95499e-12, 2.88317e-12
1288, -1.9551e-12, 2.883e-12
1289, -1.95521e-12, 2.88283e-12
1290, -1.95532e-12, 2.88266e-12
1291, -1.95544e-12, 2.8825e-12
1292, -1.95555e-12, 2.88233e-12
1293, -1.95566e-12, 2.88217e-12
1294, -1.95577e-12, 2.882e-12
1295, -1.95588e-12, 2.88184e-12
1296, -1.95599e-12, 2.88168e-12
1297, -1.9561e-12, 2.88151e-12
1298, -1.9562e-12, 2.88135e-12
1299, -1.95631e-12, 2.88119e-12
1300, -1.95642e-12, 2.88103e-12
1301, -1.95653e-12, 2.88087e-12
1302, -1.95663e-12, 2.88071e-12
1303, -1.95674e-12, 2.88055e-12
1304, -1.95684e-12, 2.88039e-12
1305, -1.95695e-12, 2.88023e-12
1306, -1.95705e-12, 2.88007e-12
1307, -1.95716e-12, 2.87992e-12
1308, -1.95726e-12, 2.87976e-12
1309, -1.95736e-12, 2.87961e-12
1310, -1.95747e-12, 2.87945e-12
1311, -1.95757e-12, 2.8793e-12
1312, -1.95767e-12, 2.87914e-12
1313, -1.95777e-12, 2.87899e-12
1314, -1.95787e-12, 2.87884e-12
1315, -1.95797e-12, 2.87868e-12
1316, -1.95807e-12, 2.87853e-12
1317, -1.95817e-12, 2.87838e-12
1318, -1.95827e-12, 2.87823e-12
1319, -1.95837e-12, 2.87808e-12
1320, -1.95847e-12, 2.87793e-12
1321, -1.95857e-12, 2.87778e-12
1322, -1.95867e-12, 2.87763e-12
1323, -1.95876e-12, 2.87748e-12
1324, -1.95886e-12, 2.87734e-12
1325, -1.95896e-12, 2.87719e-12
1326, -1.95905e-12, 2.87704e-12
1327, -1.95915e-12, 2.8769e-12
1328, -1.95925e-12, 2.87675e-12
1329, -1.95934e-12, 2.87661e-12
1330, -1.95944e-12, 2.87646e-12
1331, -1.95953e-12, 2.87632e-12
1332, -1.95963e-12, 2.87617e-12
1333, -1.95972e-12, 2.87603e-12
1334, -1.95981e-12, 2.87589e-12
1335, -1.95991e-12, 2.87575e-12
1336, -1.96e-12, 2.87561e-12
1337, -1.96009e-12, 2.87546e-12
1338, -1.96018e-12, 2.87532e-12
1339, -1.96028e-12, 2.87518e-12
1340, -1.96037e-12, 2.87504e-12
1341, -1.96046e-12, 2.87491e-12
1342, -1.96055e-12, 2.87477e-12
1343, -1.96064e-12, 2.87463e-12
1344, -1.96073e-12, 2.87449e-12
1345, -1.96082e-12, 2.87436e-12
1346, -1.96091e-12, 2.87422e-12
1347, -1.961e-12, 2.87408e-12
1348, -1.96109e-12, 2.87395e-12
1349, -1.96118e-12, 2.87381e-12
1350, -1.96127e-12, 2.87368e-12
1351, -1.96136e-12, 2.87354e-12
1352, -1.96145e-12, 2.87341e-12
1353, -1.96154e-12, 2.87328e-12
1354, -1.96162e-12, 2.87314e-12
1355, -1.96171e-12, 2.87301e-12
1356, -1.9618e-12, 2.87288e-12
1357, -1.96189e-12, 2.87275e-12
1358, -1.96197e-12, 2.87262e-12
1359, -1.96206e-12, 2.87249e-12
1360, -1.96215e-12, 2.87236e-12
1361, -1.96223e-12, 2.87223e-12
1362, -1.96232e-12, 2.8721e-12
1363, -1.9624e-12, 2.87197e-12
1364, -1.96249e-12, 2.87184e-12
1365, -1.96257e-12, 2.87172e-12
1366, -1.96266e-12, 2.87159e-12
1367, -1.96274e-12, 2.87146e-12
1368, -1.96283e-12, 2.87134e-12
1369, -1.96291e-12, 2.87121e-12
1370, -1.963e-12, 2.87108e-12
1371, -1.96308e-12, 2.87096e-12
1372, -1.96316e-12, 2.87083e-12
1373, -1.96325e-12, 2.87071e-12
1374, -1.96333e-12, 2.87059e-12
1375, -1.96342e-12, 2.87046e-12
1376, -1.9635e-12, 2.87034e-12
1377, -1.96358e-12, 2.87022e-12
